 ,Area,Mean,Min,Max,Major,Minor,Angle,Circ.,AR,Round,Solidity
2019,419,255,255,255,23.870,22.350,100.261,0.882,1.068,0.936,0.935
2020,486,255,255,255,27.237,22.719,149.778,0.888,1.199,0.834,0.940
2021,491,255,255,255,27.454,22.771,9.316,0.921,1.206,0.829,0.952
2022,304,255,255,255,20.352,19.018,127.367,0.927,1.070,0.934,0.937
2023,438,255,255,255,26.252,21.243,166.298,0.858,1.236,0.809,0.938
2024,472,255,255,255,27.248,22.055,170.891,0.818,1.235,0.809,0.915
2025,411,255,255,255,25.049,20.891,24.207,0.882,1.199,0.834,0.947
2026,486,255,255,255,27.440,22.551,18.325,0.925,1.217,0.822,0.952
2027,373,255,255,255,23.907,19.865,116.976,0.865,1.204,0.831,0.932
2028,346,255,255,255,22.089,19.944,63.620,0.877,1.108,0.903,0.914
